ohe__app_E,ohe__app_E2,ohe__app_G,ohe__app_S,ohe__approach_FN,ohe__approach_FQ,ohe__approach_FS,ohe__cat_req_hbmlmp,ohe__cat_req_lblllp,ohe__cat_req_mbclcp,ohe__cat_req_mbmlhp,rec_serv,env_car,rtt,ncars,pdr,bc_rtt,rtt_change,pdr_change,rtt_mam,pdr_mam,rtt_masd,log_rtt,log_pdr,log2_rtt,log2_pdr,rtt_sqrd,pdr_sqrd
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,127030.4,491344.0,1.0032,5,0.25853658536585367,0.8267617365073331,0.6312000000000001,-0.6732815964523281,0.7823999999999997,0.7382483370288249,0.4180130622149264,0.0031948908965192886,-1.3527180655862863,0.004609253252589672,-1.9515596449422468,1.0064102400000001,0.06684116597263534
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,218108.8,500931.2,2.77,5,0.43540669856459324,1.8655062801809064,1.7668,0.17687011319873958,1.381733333333333,0.5419204885828762,0.34905002167081006,1.0188473201992472,-0.8314747454479611,1.4698859762744636,-1.1995644918821866,7.6729,0.18957899315491855
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266044.8,493740.8,8.052,5,0.5388349514563107,3.950608406751306,5.282,0.10342825289171742,3.941733333333333,0.41092607846225254,0.14174367385774633,2.085920507777545,-0.618345967477247,3.0093471722592526,-0.8920846608331124,64.83470399999999,0.2903431049109247
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,311584.0,496137.6,42.6,5,0.6280193236714976,10.85834751770639,34.548,0.08918437221518694,17.807333333333332,0.5340869912308005,0.0963940515922553,3.751854253275325,-0.46518434280978666,5.412781525338476,-0.6711191444708707,1814.7600000000002,0.39440827090480524
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,316377.6,500931.2,434.0,5,0.631578947368421,37.53646963646593,391.4,0.0035596236969234196,161.55066666666667,0.5994777408320764,0.052548345908039286,6.073044534100405,-0.4595323293784402,8.761551232444479,-0.6629650127224294,188356.0,0.39889196675900274
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,493740.8,783.8,5,0.6213592233009709,50.7194339256543,349.79999999999995,-0.010219724067450087,420.13333333333327,0.6269858314469632,0.005187655504874584,6.664153885765531,-0.4758459048699638,9.614341762714847,-0.6865005271832183,614342.44,0.38608728438118584
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,316377.6,498534.4,238.8,5,0.6346153846153846,27.567860562629058,-545.0,0.01325616131441365,485.5333333333333,0.6291845184282588,0.006944884495834062,5.475626381518447,-0.4547361571149472,7.899659026377443,-0.6560455987826388,57025.44,0.4027366863905325
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,493740.8,1622.8,5,0.6213592233009709,73.14711724761023,1384.0,-0.01325616131441365,881.7999999999998,0.6257779437391089,0.00765344830329259,7.391908331332292,-0.4758459048699638,10.66426949231891,-0.6865005271832183,2633479.84,0.38608728438118584
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,316377.6,500931.2,1729.6,5,0.631578947368421,75.51695956734942,106.79999999999995,0.010219724067450087,1197.0666666666666,0.6291845184282588,0.006944884495834062,7.455645446884944,-0.4595323293784402,10.756222712847288,-0.6629650127224294,2991516.1599999997,0.39889196675900274
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,493740.8,481.0,5,0.6213592233009709,39.56522074113129,-1248.6,-0.010219724067450087,1277.8,0.624765797990121,0.005900360441379213,6.175867270105761,-0.4758459048699638,8.909893083770042,-0.6865005271832183,231361.0,0.38608728438118584
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,318774.4,500931.2,2209.8,5,0.6363636363636364,85.3441668985276,1728.8000000000002,0.015004413062665423,1473.4666666666665,0.6297672690110093,0.007664511510313567,7.700657292679074,-0.45198512374305727,11.109700087733533,-0.6520766965796931,4883216.040000001,0.4049586776859504
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,304393.6,493740.8,598.2,5,0.616504854368932,44.21981832750597,-1611.6000000000001,-0.019858781994704366,1096.3333333333333,0.624742571344513,0.010352685089677132,6.393925146195848,-0.4836890823309899,9.22448410023199,-0.6978158404110526,357843.24000000005,0.38007823546045805
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,316377.6,500931.2,3412.2,5,0.631578947368421,105.93345053086799,2814.0,0.01507409299948903,2073.4,0.6281491460336631,0.010364142920432478,8.135112523540808,-0.4595323293784402,11.736486494786025,-0.6629650127224294,11643108.839999998,0.39889196675900274
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,496137.6,3173.4,5,0.6183574879227054,102.18492627529818,-238.79999999999973,-0.013221459445715622,2394.6,0.6221470965533529,0.008220579062288538,8.06255884729999,-0.4806885293457518,11.631813665875132,-0.6934869574993251,10070467.56,0.3823659828700787
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,318774.4,498534.4,837.0,5,0.639423076923077,52.432633960113726,-2336.4,0.021065589000371587,2474.2000000000003,0.6297865040714011,0.010646567508490268,6.729824070489475,-0.4471889514795641,9.709083812550343,-0.6451572826399025,700569.0,0.4088618713017752
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,493740.8,4594.0,5,0.6213592233009709,122.76139788806303,3757.0,-0.018063853622106052,2868.1333333333337,0.6263799293822512,0.011394971572979777,8.432506383249043,-0.4758459048699638,12.165535141377925,-0.6865005271832183,21104836.0,0.38608728438118584
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,313980.8,498534.4,4128.4,5,0.6298076923076923,116.43223220323054,-465.60000000000036,0.00844846900672136,3186.466666666667,0.6301966641772467,0.009038206473444834,8.325645201691778,-0.4623407565001665,12.011367044681721,-0.6670167166036419,17043686.56,0.3966577292899408
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,311584.0,496137.6,1075.4,5,0.6280193236714976,59.49919944634875,-3052.9999999999995,-0.0017883686361946927,3265.933333333334,0.626395413093387,0.004452187250507143,6.9804479643755775,-0.46518434280978666,10.070657661388106,-0.6711191444708707,1156485.1600000001,0.39440827090480524
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,313980.8,498534.4,4594.8,5,0.6298076923076923,122.77198219833087,3519.4,0.0017883686361946927,3266.2000000000003,0.6292115694289607,0.0010325151134796678,8.432680508271249,-0.4623407565001665,12.165786350683955,-0.6670167166036419,21112187.040000003,0.3966577292899408
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,311584.0,496137.6,1191.4,5,0.6280193236714976,62.64547813929896,-3403.4,-0.0017883686361946927,2287.2000000000003,0.6286154465502292,0.0010325151134794916,7.082884365194587,-0.46518434280978666,10.218442148856205,-0.6711191444708707,1419433.9600000002,0.39440827090480524
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,309187.2,496137.6,6375.8,5,0.6231884057971016,144.36234058365434,5184.4,-0.004830917874396046,4054.0000000000005,0.6270051405920971,0.003424202675974356,8.760264852349469,-0.4729063889036968,12.638390659358466,-0.6822597020760709,40650825.64,0.3883637891199329
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,316377.6,493740.8,5549.4,5,0.6407766990291262,134.7908482019956,-826.4000000000005,0.0175882932320246,4372.2,0.6306614761659084,0.009086954498435338,8.621445092788269,-0.44507424620321034,12.438116080662125,-0.6421064078247651,30795840.359999996,0.41059477801866334
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,309187.2,496137.6,1431.0,5,0.6231884057971016,68.6810118571368,-4118.4,-0.0175882932320246,4452.066666666667,0.6290511702077763,0.01015460583209162,7.266128779556451,-0.4729063889036968,10.482807956726667,-0.6822597020760709,2047761.0,0.3883637891199329
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,313980.8,496137.6,4504.8,5,0.6328502415458938,121.57526088494032,3073.8,0.009661835748792202,3828.4,0.6322717821240404,0.008808403724903418,8.412898773940409,-0.45752147006421745,12.137247340664668,-0.6600639559618748,20293223.040000003,0.4004994282246961
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,493740.8,4503.4,5,0.6213592233009709,121.55654883839996,-1.4000000000005457,-0.011491018244922824,3479.7333333333336,0.6257992902146555,0.006174416017533583,8.41258794602556,-0.4758459048699638,12.136798910773345,-0.6865005271832183,20280611.559999995,0.38608728438118584
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,318774.4,496137.6,4503.4,5,0.6425120772946861,121.55654883839996,0.0,0.021152853993715137,4503.866666666666,0.6322405140471836,0.010589600263314614,8.41258794602556,-0.4423696650436152,12.136798910773345,-0.6382045219981355,20280611.559999995,0.41282176946953264
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,496137.6,4510.2,5,0.6183574879227054,121.64740800240486,6.800000000000182,-0.024154589371980673,4505.666666666667,0.6274095961727875,0.013164965091035378,8.414096777411478,-0.4806885293457518,12.138975694331348,-0.6934869574993251,20341904.04,0.3823659828700787
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,313980.8,498534.4,3008.6,5,0.6298076923076923,99.51295056904108,-1501.6,0.011450204384986895,4007.3999999999996,0.6302257525083613,0.01208272021031314,8.009230133263724,-0.4623407565001665,11.554876594598026,-0.6670167166036419,9051673.959999999,0.3966577292899408
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,309187.2,496137.6,3010.4,5,0.6231884057971016,99.54253464812147,1.800000000000182,-0.006619286510590738,3509.7333333333336,0.6237845286758331,0.00574833166921679,8.009828239279228,-0.4729063889036968,11.555739479180518,-0.6822597020760709,9062508.16,0.3883637891199329
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,316377.6,498534.4,3012.8,5,0.6346153846153846,99.58196598182614,2.400000000000091,0.011426978818283029,3010.6,0.6292038275733928,0.0057373731525229245,8.010625157902888,-0.4547361571149472,11.556889189726865,-0.6560455987826388,9076963.840000002,0.4027366863905325
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,306790.4,496137.6,4523.6,5,0.6183574879227054,121.82624862873425,1510.8000000000002,-0.016257896692679186,3515.6,0.6253870927783972,0.008348980150213774,8.417063415997172,-0.4806885293457518,12.143255649107038,-0.6934869574993251,20462956.960000005,0.3823659828700787
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,313980.8,498534.4,6020.6,5,0.6298076923076923,140.33138930362333,1497.0,0.011450204384986895,4519.0,0.6275935216152607,0.008352048557617073,8.702942201110451,-0.4623407565001665,12.555691554685326,-0.6670167166036419,36247624.36000001,0.3966577292899408
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,311584.0,491344.0,1509.4,5,0.6341463414634146,70.54154870382067,-4511.200000000001,0.004338649155722352,4017.8666666666672,0.6274371738979374,0.008156990387431553,7.319467499850768,-0.45547552868282576,10.559759463982642,-0.6571122864769915,2278288.3600000003,0.40214158239143366
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,412249.6,500931.2,4504.0,5,0.8229665071770335,121.56456865212733,2994.6,0.18882016571361881,4011.3333333333335,0.6956401803160469,0.11028917037976661,8.412721169819527,-0.194839775151358,12.13699111208023,-0.2810943773787849,20286016.0,0.6772738719351663
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,491344.0,7104.4,5,1.0048780487804878,152.28506568694314,2600.3999999999996,0.18191154160345435,4372.599999999999,0.8206636324736453,0.1853765819257726,8.868469589393172,0.004866189651172906,12.79449709689211,0.007020427677772346,50472499.35999999,1.0097798929208803
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,503328.0,496137.6,5056.8,5,1.0144927536231885,128.73409175098897,-2047.5999999999995,0.009614704842700661,5555.066666666667,0.9474457698602365,0.10790934049431787,8.52848915115809,0.01438873745209967,12.3040090046511,0.020758560166797495,25571226.240000002,1.0291955471539593
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,496137.6,4605.8,5,0.9951690821256038,122.91742074755778,-451.0,-0.019323671497584627,5589.0,1.0048466281764268,0.009661874066536577,8.435071657813916,-0.004842624475788015,12.169236050271184,-0.0069864303161068855,21213393.64,0.9903615020187169
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,493740.8,4088.2,5,1.0097087378640777,115.8689781026273,-517.6000000000004,0.014539655738473822,4583.6,1.0064568578709567,0.010063901462856713,8.315860054365876,0.00966191091173689,11.997250061160276,0.013939190957873774,16713379.239999998,1.0195117353190688
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,498534.4,3793.2,5,1.0,111.64566569669336,-295.0,-0.009708737864077666,4162.400000000001,1.0016259399965606,0.00740494145168225,8.240965269009573,0.0,11.889199725738292,0.0,14388366.239999998,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,496137.6,4706.0,5,1.0,124.234116660664,912.8000000000002,0.0,4195.8,1.0032362459546926,0.005605342419334497,8.456593569287309,0.0,12.200285605224298,0.0,22146436.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,493740.8,3764.2,5,1.0048543689320388,111.22153503479312,-941.8000000000002,0.004854368932038833,4087.7999999999997,1.0016181229773462,0.002802671209693512,8.233290634256464,0.004842624475787991,11.878127568239348,0.006986430316106851,14169201.639999999,1.009732302761806
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,500931.2,4710.6,5,0.9904306220095693,124.29421696506354,946.4000000000005,-0.014423746922469505,4393.6,0.9984283303138693,0.007339191237648864,8.457570567432265,-0.00961545869944198,12.201695115602984,-0.013872174581557588,22189752.360000003,0.9809528170142624
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,498534.4,4700.6,5,0.9951923076923076,124.1635256771119,-10.0,0.00476168568273827,4391.8,0.9968257662113053,0.007349303291538473,8.455445439124828,-0.004819286435948995,12.198629203532594,-0.006952760641767061,22095640.360000003,0.9904077292899406
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,491344.0,4703.0,5,1.0048780487804878,124.19490457872938,2.399999999999636,0.00968574108818021,4704.733333333334,0.9968336594941215,0.007362238917506201,8.455955881945048,0.004866189651172906,12.199365616857982,0.007020427677772346,22118209.0,1.0097798929208803
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,496137.6,4701.8,5,1.0,124.17921615461272,-1.199999999999818,-0.004878048780487809,4701.8,1.0000234521575984,0.004842913132586832,8.455700693103921,0.0,12.198997457182399,0.0,22106923.240000002,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,498534.4,4704.6,5,0.9951923076923076,124.21581928476783,2.800000000000182,-0.004807692307692402,4703.133333333334,1.0000234521575984,0.004842913132586832,8.456296032464932,-0.004819286435948995,12.199856350326174,-0.006952760641767061,22133261.160000004,0.9904077292899406
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,491344.0,4704.6,5,1.0097560975609756,124.21581928476783,0.0,0.01456378986866802,4703.666666666667,1.001649468417761,0.007420684158537425,8.456296032464932,0.009708814126960903,12.199856350326174,0.014006857993879207,22133261.160000004,1.0196073765615705
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,503328.0,4701.0,5,0.9857142857142857,124.1687560644816,-3.600000000000364,-0.024041811846689964,4703.400000000001,0.9968875636558563,0.012110227033568023,8.45553053102413,-0.014388737452099669,12.198751965193736,-0.02075856016679749,22099401.0,0.9716326530612244
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,491344.0,4701.0,5,1.0146341463414634,124.1687560644816,0.0,0.028919860627177774,4702.200000000001,1.0033681765389082,0.015482045598439865,8.45553053102413,0.014528100562909808,12.198751965193736,0.02095961863564614,22099401.0,1.0294824509220701
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,496137.6,4704.6,5,0.9951690821256038,124.21581928476783,3.600000000000364,-0.019465064215859584,4702.200000000001,0.998505838060451,0.01474584822248597,8.456296032464932,-0.004842624475788015,12.199856350326174,-0.0069864303161068855,22133261.160000004,0.9903615020187169
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,500931.2,4694.4,5,0.9904306220095693,124.08242546827576,-10.200000000000728,-0.004738460116034515,4700.0,1.0000779501588788,0.012826744970857711,8.454125587948662,-0.00961545869944198,12.196725060786028,-0.013872174581557588,22037391.359999996,0.9809528170142624
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,500931.2,493740.8,4697.2,5,1.0145631067961165,124.11905816623593,2.800000000000182,0.02413248478654717,4698.733333333334,1.0000542703104298,0.012786438252863842,8.454721865490926,0.014458083175229917,12.197585307439244,0.02085860489766436,22063687.84,1.0293382976717882
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,500931.2,4694.8,5,0.985645933014354,124.08765939669979,-2.399999999999636,-0.028917173781762506,4695.466666666667,0.9968798872733466,0.015499854893297473,8.454210792225968,-0.01445808317523,12.19684798457436,-0.020858604897664477,22041147.040000003,0.9714979052677364
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,491344.0,4696.8,5,1.0146341463414634,124.11382560938127,2.0,0.028988213327109436,4696.266666666667,1.0049477287173112,0.016715883155653966,8.454636704749976,0.014528100562909808,12.197462446460598,0.02095961863564614,22059930.240000002,1.0294824509220701
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,503328.0,4691.0,5,0.9904761904761905,124.03792784001197,-5.800000000000182,-0.024157955865272918,4694.200000000001,0.9969187566106693,0.015530908594558811,8.453401058328458,-0.009569451016150672,12.195679785495981,-0.013805799525030428,22005481.0,0.9810430839002269
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,491344.0,4691.2,5,1.0048780487804878,124.04054580527732,0.1999999999998181,0.0144018583042973,4693.0,1.0033294618660473,0.012153201182034265,8.453443692252277,0.004866189651172906,12.19574129324645,0.007020427677772346,22007357.439999998,1.0097798929208803
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,496137.6,4690.4,5,1.0,124.03007360077781,-0.8000000000001819,-0.004878048780487809,4690.866666666668,0.9984514130855594,0.00732475062566224,8.453273145650005,0.0,12.195495246509111,0.0,21999852.159999996,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,500931.2,496137.6,4686.2,5,1.0096618357487923,123.97507949398788,-4.199999999999818,0.009661835748792313,4689.266666666667,1.0048466281764268,0.004830994509428577,8.452377298481332,0.009615458699441973,12.194202812241471,0.013872174581557576,21960470.439999998,1.0194170225676213
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,496137.6,4688.2,5,0.9951690821256038,124.00127031471033,2.0,-0.01449275362318847,4688.266666666666,1.001610305958132,0.00737934894519184,8.452803992462886,-0.004842624475788015,12.194818401532638,-0.0069864303161068855,21979219.24,0.9903615020187169
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,493740.8,4690.0,5,1.0048543689320388,124.0248371550531,1.800000000000182,0.00968528680643499,4688.133333333334,1.0032284289354783,0.007381919638557436,8.453187861440325,0.004842624475787991,12.19537220740274,0.006986430316106851,21996100.0,1.009732302761806
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,496137.6,4687.2,5,0.9951690821256038,123.98817562069155,-2.800000000000182,-0.00968528680643499,4688.466666666666,0.9983975110610821,0.0055918029448912155,8.45259066823058,-0.004842624475788015,12.194510639720585,-0.0069864303161068855,21969843.84,0.9903615020187169
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,496137.6,4686.2,5,1.0048309178743962,123.97507949398788,-1.0,0.009661835748792313,4687.8,1.0016181229773462,0.005585045516269725,8.452377298481332,0.004819286435948922,12.194202812241471,0.006952760641766956,21960470.439999998,1.0096851735163015
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,498534.4,4685.2,5,1.0,123.96198193413655,-1.0,-0.004830917874396157,4686.2,1.0,0.004830917874416328,8.45216388319572,0.0,12.193894919067269,0.0,21951099.04,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,496137.6,4680.4,5,1.0,123.8990936828306,-4.800000000000182,0.0,4683.933333333333,1.001610305958132,0.00278913173525083,8.451138855344803,0.0,12.192416116469978,0.0,21906144.159999996,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,493740.8,496137.6,4688.2,5,0.9951690821256038,124.00127031471033,7.800000000000182,-0.004830917874396157,4684.599999999999,0.998389694041868,0.002789131735250446,8.452803992462886,-0.004842624475788015,12.194818401532638,-0.0069864303161068855,21979219.24,0.9903615020187169
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,498534.4,498534.4,4684.6,5,1.0,123.95412271012255,-3.5999999999994543,0.004830917874396157,4684.400000000001,0.998389694041868,0.002789131735250446,8.45203581215881,0.0,12.193710151617436,0.0,21945477.160000004,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,500931.2,493740.8,4685.4,5,1.0145631067961165,123.96460156078074,0.7999999999992724,0.014563106796116498,4686.066666666667,1.0032440629739068,0.010095791532332454,8.452206569896685,0.014458083175229917,12.193956502959063,0.02085860489766436,21952973.159999996,1.0293382976717882
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,493740.8,4678.4,5,1.0048543689320388,123.87288048405355,-7.0,-0.009708737864077666,4682.8,1.006472491909385,0.007415171027450096,8.450711450115405,0.004842624475787991,12.191799501065075,0.006986430316106851,21887426.559999995,1.009732302761806
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,496137.6,496137.6,4683.8,5,1.0,123.94364294177598,5.400000000000546,-0.004854368932038833,4682.533333333334,1.006472491909385,0.007415171027450096,8.45186502525775,0.0,12.19346375820223,0.0,21937982.44,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,500931.2,493740.8,4669.0,5,1.0145631067961165,123.74960140655539,-14.800000000000182,0.014563106796116498,4677.066666666667,1.006472491909385,0.007415171027450096,8.448700194970938,0.014458083175229917,12.188897873242189,0.02085860489766436,21799561.0,1.0293382976717882
